COURSE CODE,COURSE TITLE,2020 EOS,2020 EOS RANDOM,2020 MID,2020 R1 POINTS,2020 R1 RANDOM,2020 R2 POINTS,2020 R2 RANDOM,LEVEL
LC518,Digital Animation Production (portfolio),808,,939,808,,,,8
LC602,Social Care Work,260,,370,260,,,,6/7
LC603,Early Childhood Education and Care,174,,327,147,,,,6/7
LC605,Business,195,,418,195,,,,6/7
LC612,Social Care Work,320,,343,320,,,,8
LC613,Early Childhood Education and Care,242,,327,242,,,,8
LM002,Arts,348,,410,348,,,,8
LM020,Law and Accounting,465,,499,465,,,,8
LM026,Performing Arts (audition required),303,,401,303,,,,8
LM028,Criminal Justice,418,,440,418,,,,8
LM029,Law Plus,490,,521,490,,,,8
LM038,Psychology and Sociology,500,,507,500,,,,8
LM039,Journalism and Digital Communication,402,,455,402,,,,8
LM040,European Studies,369,,488,369,,,,8
LM044,Applied Languages,442,,499,442,,,,8
LM050,Business Studies (options),431,,476,431,,,,8
LM056,International Business,528,,555,528,,,,8
LM058,Financial Mathematics,403,,521,403,,,,8
LM063,Technology Management,379,,419,379,,,,8
LM068,Food Science and Health,421,,454,421,,,,8
LM076,Product Design and Technology (portfolio required),408,,487,408,,,,8
LM077,Aeronautical Engineering,520,,554,520,,,,8
LM082,Construction Management and Engineering,398,,434,398,,,,8
LM089,Sport and Exercise Sciences,474,,489,474,,,,8
LM090,Physical Education with concurrent Teacher Education,532,*,565,532,*,,,8
LM091,Languages with concurrent Teacher Education,517,,543,517,,,,8
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),507,,531,507,,,,8
LM093,Equine Science,339,,412,339,,,,8
LM094,Materials and Architectural Technology with concurrent Teacher Education,440,,478,440,,,,8
LM095,Materials and Engineering Technology with concurrent Teacher Education,367,,421,367,,,,8
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),405,,454,405,,,,8
LM097,Mathematics and Computer Science with concurrent Teacher Education,402,,509,402,,,,8
LM099,Architecture (portfolio requirement suspended),498,,532,498,,,,8
LM100,Physiotherapy,589,*,601,589,*,,,8
LM101,Medicine  - Graduate Entry (GAMSAT required),55,*,57,55,*,,,8
LM102,Psychology,509,,529,509,,,,8
LM103,Paramedic Studies (B/C1/C1 Provisional Drivers Licence),392,,445,392,,,,8
LM115,Chemical and Biochemical Engineering,454,,532,454,,,,8
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),476,*,521,476,*,,,8
LM118,Electronic and Computer Engineering,403,,489,403,,,,8
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),351,,423,351,,,,8
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),327,,401,327,,,,8
LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),441,*,478,441,*,,,8
LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),437,,509,437,,,,8
LM125,Physics (Applied Physics or Mathematics & Physics),404,,520,404,,,,8
LM150,General Nursing,475,*,498,475,*,,,8
LM152,Mental Health Nursing,419,*,430,419,*,,,8
LM154,Intellectual Disability Nursing,440,,473,420,,,,8
LM156,Midwifery,469,,499,469,,,,8
LM180,Equine Science,328,,440,337,,,,6/7
LY107,Business - Common Entry,161,,358,161,,161,,6/7
LY108,Business - Accounting,309,,431,309,,,,8
LY118,Business,290,,377,290,,,,8
LY206,Sports Studies,148,,299,149,,148,,6/7
LY207,Law with Criminal Justice,160,,377,160,,160,,6/7
LY208,Law,300,,367,300,,,,8
LY228,Sports and Exercise - Common Entry,300,,367,300,,,,8
LY317,Culinary Arts,224,,387,229,,224,,6/7
LY327,Hospitality And Tourism - Common Entry,170,,317,170,,170,,6/7
LY408,Design - Common Entry,320,,381,320,,,,8
LY427,Digital Film and Video,172,,307,172,,170,,6/7
LY437,Animation,198,,387,198,,223,,6/7
LY447,Fashion with Promotion,266,,384,266,,279,,6/7
LY457,Graphic and Digital Design,189,,356,179,,204,,6/7
LY507,Quantity Surveying,181,,312,181,,181,,6/7
LY508,Fire Safety Engineering,276,,326,276,,,,8
LY518,Quantity Surveying,301,,368,301,,,,8
LY527,Civil Engineering,163,,329,165,,163,,6/7
LY528,Construction Management,271,,321,271,,,,8
LY607,Electronic Engineering,160,,389,160,,,,6/7
LY608,Mechanical Engineering,300,,379,300,,,,8
LY617,Mechanical Engineering,180,,328,180,,180,,6/7
LY618,Electronic Engineering,312,,402,312,,,,8
LY707,Computer Games Development,204,,299,204,,,,6/7
LY708,Applied Computing,306,,372,306,,,,8
LY717,Computing,160,,350,164,,160,,6/7
LY737,Computer Security and Digital Forensics,169,,348,169,,169,,6/7
LY748,Computer Science,317,,420,317,,317,,8
LY806,Pharmacy Technician,232,,377,232,,,,6/7
LY816,Dental Nursing,223,,326,233,,223,,6/7
LY817,Bioscience,248,,420,248,,,,6/7
LY818,Science - Common Entry,303,,409,303,,,,8
LY826,Health Science with Physiotherapy Studies,339,,445,456,,401,,6/7
LY828,Agriculture - Common Entry,307,,351,307,,,,8
LY836,Health Science with Occupational Therapy Studies,278,,451,473,,408,,6/7
LY837,Food Science and Nutrition,194,,388,194,,194,,6/7
LY846,Health Science with Dietetics Studies,291,,462,316,,316,,6/7
LY847,Veterinary Nursing,367,,399,367,*,367,,6/7
LY867,Pharmaceutical & Medicinal Science,163,,310,163,,163,,6/7
LY877,Agriculture,181,,327,202,,181,,6/7
LY906,"Early Childhood Care, Health and Education",161,,356,205,,161,,6/7
LY908,General Nursing,400,*,423,400,*,,,8
LY916,Health and Social Care,181,,336,181,,,,6/7
LY918,Psychiatric Nursing,357,,387,357,*,,,8
LY928,Intellectual Disability Nursing,328,,346,326,*,,,8
LY968,"Early Childhood Care, Health and Education",303,,361,303,,,,8
LY978,Health & Social Care - Common Entry,280,,330,280,,,,8
MH001,Education - Primary Teaching (Froebel),507,,531,507,,,,8
MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),,,,,,,,8
MH101,Arts,318,,388,318,,,,8
MH103,Music,#,,#,#,,,,8
MH106,Psychology - 3 years,521,,529,521,,,,8
MH107,Social Science,346,,388,346,,,,8
MH109,Media Studies,316,,377,316,,,,8
MH116,Community and Youth Work (Full-Time),#,,#,#,,,,8
MH201,Science,360,,418,360,,,,8
MH202,Biotechnology,455,,466,455,,,,8
MH203,Biological and Geographical Sciences,430,,465,430,,,,8
MH204,Physics with Astrophysics,422,,479,422,,,,8
MH206,Theoretical Physics and Mathematics,510,,533,510,,,,8
MH207,Data Science,445,,520,445,,,,8
MH208,Biological and Biomedical Sciences,498,,510,498,,,,8
MH209,Psychology (through Science) - 4 years,498,,510,498,,,,8
MH210,Pharmaceutical and Biomedical Chemistry,487,,520,487,,,,8
MH212,Science or Maths & Computer Science or Maths & Applied Maths (with Ed),422,,487,422,,,,8
MH304,Engineering (Computer/Electronic/Communications),333,,444,333,,333,,8
MH305,Product Design,357,,409,357,,,,8
MH306,Robotics and Intelligent Devices,361,,433,361,,,,8
MH401,Finance (options),357,,398,357,,,,8
MH402,Quantitative Finance,476,,509,476,,,,8
MH403,Accounting and Finance,422,,468,422,,,,8
MH404,Business (options),430,,454,430,,,,8
MH405,Equine Business,357,,408,357,,,,8
MH407,Business and Accounting,420,,462,420,,,,8
MH411,Entrepreneurship,371,,408,371,,,,8
MH501,LLB Law - four year Single Major Law programme,473,,495,473,,,,8
MH502,Law (options),451,,473,451,,,,8
MH601,Computer Science through Arts (options),352,,403,352,,,,8
MH602,Computer Science through Science (options),351,,409,351,,,,8
MH603,Computational Thinking,532,,544,532,,,,8
MH801,Early Childhood - Teaching and Learning (part-time),327,,378,327,,,,8
MH802,"Community and Youth Work (part-time, in service)",#,,,#,,#,,8
MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",#,,,#,,#,,8
MI001,Contemporary & Applied Theatre Studies,390,,412,375,,,,8
MI002,Arts,281,,389,300,,281,,8
MI004,Education - Primary Teaching - International,577,,589,577,,,,8
MI005,Education - Primary Teaching,495,,521,495,,,,8
MI006,Education - Primary Teaching - Gaeltacht Applicants,462,,519,456,,,,8
MI007,Early Childhood Care and Education,357,,409,357,,,,8
MI008,Education and Psychology - Primary Teaching,588,,601,588,,,,8
MI009,"Education, Business Studies and Accounting",402,,455,402,,,,8
MI010,"Education, Business Studies and Religious Studies",368,,389,368,,,,8
MI011,"Education, Gaeilge and Religious Studies",409,,451,409,,,,8
MI012,"Education, Gaeilge and Business Studies",401,,463,401,,,,8
MI013,"Education, Mathematics and Gaeilge",444,,477,444,,,,8
MI014,"Education, Mathematics and Business Studies",434,,487,434,,,,8
MU001,Theology and Arts,290,,349,290,,290,,8
MU002,Theology,440,,440,440,,,,8
NC003,Computing (Degree Award options),260,,303,260,,,,8
NC005,Human Resource Management,300,,331,300,,,,8
NC009,Business,300,,346,300,,,,8
NC010,Psychology,400,,440,400,,,,8
NC020,Marketing Practice,282,,338,280,,,,8
NC022,Accounting and Finance,337,,378,337,,,,8
NC023,Technology Management (with specialisations),261,,282,261,,,,8
NC102,Computing,220,,342,220,,,,6/7
NC103,Business,250,,327,250,,,,6/7
NC104,Business Computing,243,,423,243,,,,6/7
NM701,Montessori Education,187,,407,187,,,,6/7
NM801,Montessori Education,220,,290,220,,,,8
PC402,Arts and Humanities,80,,368,200,,121,,6/7
PC404,Applied Social Studies - Professional Social Care,175,,269,217,,197,,6/7
PC405,"Social, Political and Community Studies",216,,311,253,,216,,8
PC410,Arts and Humanities (fulfils Teaching Council requirements),209,,300,252,,209,,8
PC411,English and History (fulfils Teaching Council requirements),209,,310,255,,209,,8
RC001,Medicine - Undergraduate Entry (HPAT required),733,,738,733,,,,8
RC004,Physiotherapy,566,,567,566,,,,8
RC005,Pharmacy,578,*,589,579,,,,8
RC101,Medicine - Graduate Entry (GAMSAT required),61,,63,,,,,8
SG101,Business,160,,336,160,,160,,6/7
SG102,Computing (Level 6 - General Entry),254,,321,254,,,,6/7
SG131,Computing - Games Development,280,,378,280,,,,6/7
SG134,Applied Sport with Business,215,,337,215,,,,6/7
SG135,Business in Tourism with Event Management,187,,338,187,,,,6/7
SG136,Computing - Software Development,272,,328,272,,,,6/7
SG137,Computing (Computer Networks and Cloud Infrastructure),326,,367,324,,,,6/7
SG138,Computing (Level 7 - General Entry),260,,351,260,,,,6/7
SG141,Business,261,,347,261,,,,8
SG142,Business in International Marketing and Languages (French),279,,386,279,,,,8
SG144,Business in International Marketing and Languages (Spanish),270,,347,270,,,,8
SG146,Accounting,309,,411,309,,,,8
SG147,Sport with Business,307,,367,307,,,,8
SG148,Tourism with Event Management,269,,340,269,,,,8
SG231,Fine Art,449,,556,449,,449,,6/7
SG232,Creative Design,276,,353,273,,,,6/7
SG235,Performing Arts (Theatre Design),319,,398,319,,,,6/7
SG236,Performing Arts (Acting),235,,400,235,,,,6/7
SG241,Performing Arts,328,,387,328,,,,8
SG242,Early Childhood Care and Education,279,,319,279,,,,8
SG243,Social Care Practice,301,,346,301,,,,8
SG244,Fine Art,505,,505,505,,,,8
SG245,Creative Design,282,,339,282,,,,8
SG246,Computing,290,,333,290,,,,8
SG247,English and Psychology,309,,382,309,,,,8
SG248,Sociology and Politics,281,,327,281,,,,8
SG249,Writing and Literature,297,,368,297,,,,8
SG250,Application Design and User Experience,412,,412,412,,,,8
SG251,Computing (Smart Technologies),342,,367,327,,,,8
SG252,Software Development,307,,319,307,,,,8
SG253,Computer Networks and Cloud Infrastructure,378,,378,324,,,,8
SG254,Writing and Literature Online,225,,328,225,,225,,8
SG300,Engineering (General Entry),209,,296,209,,,,6/7
SG302,Construction Economics,184,,256,184,,,,6/7
SG308,Applied Construction Technology,171,,354,171,,,,6/7
SG330,Engineering (General Entry),243,,399,243,,,,6/7
SG331,Interior Architecture and Design,236,,378,236,,,,6/7
SG332,Advanced Wood and Sustainable Building Technology,208,,338,208,,,,6/7
SG333,Mechanical Engineering,216,,347,216,,,,6/7
SG334,Mechatronic Engineering,290,,361,290,,,,6/7
SG336,Precision Engineering and Design,309,,451,309,,,,6/7
SG338,Civil Engineering,245,,443,245,,,,6/7
SG339,Quantity Surveying,195,,337,195,,,,6/7
SG342,Civil Engineering,415,,480,415,,,,8
SG343,Quantity Surveying,311,,367,311,,,,8
SG346,Construction Project Management and Applied Technology,291,,337,291,,,,8
SG347,Architecture,360,,411,360,,,,8
SG348,Interior Architecture and Design,331,,368,316,,,,8
SG401,Science,209,,288,209,,209,,6/7
SG404,Environmental Science with Ecology (Level 6),358,,377,264,,264,,6/7
SG406,Health and Exercise Science,367,,429,367,,,,6/7
SG431,Pharmaceutical Science with Drug Development,269,,387,269,,,,6/7
SG433,Occupational Safety and Health,223,,360,223,,,,6/7
SG434,Human Nutrition,280,,420,280,,,,6/7
SG435,Health Science and Physiology,289,,409,289,,,,6/7
SG436,Biomedical Science,262,,465,262,,,,6/7
SG437,Forensic Investigation and Analysis,243,,367,243,,,,6/7
SG439,Environmental Science with Ecology (Level 7),254,,409,254,,,,6/7
SG442,Occupational Safety and Health,290,,367,290,,,,8
SG443,Human Nutrition,356,,397,356,,,,8
SG444,Science Undenominated,338,,420,338,,,,8
SG445,Pharmaceutical Science with Drug Development,311,,367,311,,,,8
SG447,Health Science and Physical Activity,328,,387,328,,,,8
SG448,Forensic Investigation and Analysis,307,,368,306,,,,8
SG449,Medical Biotechnology,341,,395,341,,,,8
SG450,Environmental Science with Ecology (Level 8),304,,368,300,,,,8
SG530,Health and Medical Information Science (Online),285,,285,285,,285,,6/7
SG535,Business Administration,228,,316,228,,,,6/7
SG536,Business,223,,379,223,,,,6/7
SG537,Marketing and Sales,234,,389,234,,,,6/7
TL620,Culinary Arts,189,,308,189,,189,,6/7
TL651,Science (Biological and Environmental Studies),233,,434,223,,223,,6/7
TL652,Pharmacy Technician,260,,348,260,,,,6/7
TL701,"Animation, Visual Effects and Motion Design (Level 7)",228,,443,228,,,,6/7
TL702,"TV, Radio and New Media (Level 7)",243,,462,243,,,,6/7
TL710,Computing with Software Development,232,,319,232,,,,6/7
TL711,Computing with Games Development,224,,301,224,,,,6/7
TL715,Computing (Degree Award options),251,,368,251,,,,6/7
TL716,Computer Systems and Networking,269,,338,269,,,,6/7
TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),219,,399,219,,,,6/7
TL743,Agricultural Mechanisation,,,,,,,,6/7
TL744,Agricultural Engineering,243,,359,243,,,,6/7
TL745,Civil and Environmental Engineering,145,,355,261,,261,,6/7
TL747,Engineering in Mechanical and Manufacturing Engineering,200,,368,200,,,,6/7
TL748,Agricultural Science,249,,398,249,,,,6/7
TL755,Pharmaceutical Science (Degree Award options),261,,433,261,,,,6/7
TL758,Animal Bioscience,261,,380,251,,,,6/7
TL771,Health and Leisure (Degree Award Options),208,,370,208,,,,6/7
TL772,Health and Leisure with Massage,218,,378,218,,,,6/7
TL773,Coaching and Sports Performance,106,,297,106,,106,,6/7
TL780,Early Childhood Care and Education,234,,354,234,,,,6/7
TL781,Social Care,225,,318,225,,,,6/7
TL801,"Animation, Visual Effects and Motion Design (Level 8)",281,,349,281,,,,8
TL802,"TV, Radio and New Media (Level 8)",325,,397,325,,,,8
TL810,Computing with Software Development,310,,389,310,,,,8
TL811,Computing with Games Development,358,,,358,,,,8
TL815,Computing (Degree Award options),308,,360,308,,,,8
TL823,Event Management (3 year programme),299,,369,299,,,,8
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306,,381,306,,,,8
TL844,Agricultural Engineering,300,,373,300,,,,8
TL845,Civil Engineering,325,,413,325,,,,8
TL847,Manufacturing Engineering,302,,368,302,,,,8
TL848,Agricultural Science,308,,380,308,,,,8
TL851,Wildlife Biology (Degree Award options),309,,383,309,,,,8
TL855,Pharmaceutical Science (Degree Award options),317,,369,317,,,,8
TL858,Veterinary Bioscience,308,,393,308,,,,8
TL871,Health and Leisure (Degree Award options),300,,379,300,,,,8
TL872,Health and Leisure with Massage,309,,408,309,,,,8
TL873,Coaching and Sports Performance,289,,329,289,,,,8
TL880,Early Childhood Care and Education,307,,349,307,,,,8
TL881,Social Care,309,,362,308,,,,8
TL889,Counselling with Addiction - Mature applicants only,,,,,,,,8
TL890,General Nursing and Mature Applicants,414,,441,440,*,414,,8
TL891,Mental Health Nursing and Mature Applicants,378,,399,389,,378,,8
TR002,Music,382,,468,435,,429,,8
TR003,History,456,,511,497,,493,,8
TR004,Law,565,*,578,566,,565,*,8
TR005,Philosophy,442,,476,442,,,,8
TR006,Psychology,555,*,578,567,,555,*,8
TR007,Clinical Speech and Language Studies,529,,553,529,,,,8
TR009,Music Education,420,,532,420,,,,8
TR012,History and Political Science,552,*,578,555,,554,,8
TR015,"Philosophy, Political Science, Economics and Sociology",589,,601,589,,,,8
TR016,Deaf Studies,329,,377,340,,,,8
TR017,Law and Business,602,,613,602,,,,8
TR018,Law and French,565,,589,565,,,,8
TR019,Law and German,542,,566,543,,542,,8
TR020,Law and Political Science,601,*,613,602,,,,8
TR021,"Classics, Ancient History and Archaeology",370,,434,370,,,,8
TR022,Early and Modern Irish,398,,451,398,,,,8
TR023,English Studies,474,,511,487,,476,,8
TR024,European Studies,530,,566,544,,542,,8
TR025,Drama and Theatre Studies,530,,581,564,,530,,8
TR028,Ancient and Medieval History and Culture,342,,453,342,,,,8
TR029,Political Science and Geography,510,,533,526,,520,,8
TR031,Mathematics,531,,589,531,,,,8
TR032,Engineering,508,,533,510,,509,*,8
TR033,Computer Science,509,,545,509,,,,8
TR034,Management Science and Information Systems Studies,613,*,625,613,*,,,8
TR035,Theoretical Physics,543,,601,543,,,,8
TR038,Engineering with Management,532,,556,532,,,,8
TR039,Computer Science and Language,424,,488,454,,424,,8
TR040,Middle Eastern and European Languages and Cultures,466,,521,466,,,,8
TR041,Religion,368,,418,368,,,,8
TR042,Film,466,,498,489,,476,,8
TR043,History of Art and Architecture,354,,474,393,,354,,8
TR051,Medicine (HPAT required),734,,745,735,*,734,*,8
TR052,Dental Science,613,*,625,613,*,613,*,8
TR053,Physiotherapy,566,*,567,566,*,566,*,8
TR054,Occupational Therapy,533,,554,533,,,,8
TR055,Radiation Therapy,543,,554,543,,,,8
TR056,Human Health and Disease,564,,578,565,,,,8
TR060,Biological and Biomedical Sciences,543,,566,543,*,543,,8
TR061,Chemical Sciences,510,,532,517,,510,,8
TR062,Geography and Geoscience,473,,499,473,,,,8
TR063,Physical Sciences,477,*,531,498,*,498,,8
TR072,Pharmacy,590,,613,590,,,,8
TR080,Global Business,589,*,601,589,*,,,8
TR081,"Business, Economic and Social Studies (BESS)",543,*,565,543,*,543,*,8
TR082,Computer Science and Business,555,,578,555,,,,8
TR083,Sociology and Social Policy,478,,513,498,,487,,8
TR084,Social Studies (Social Work),462,*,495,462,*,,,8
TR085,Business Studies and French,521,*,543,540,,531,,8
TR086,Business Studies and German,499,,518,509,,499,*,8
TR087,Business Studies and Russian,456,*,488,474,,465,,8
TR089,Business Studies and Polish,424,,468,444,,424,,8
TR090,Business Studies and Spanish,531,*,542,531,*,,,8
TR091,General Nursing (Meath and St James`s),429,,455,429,,,,8
TR093,General Nursing (Adelaide School of Nursing),414,,441,430,,429,,8
TR095,Mental Health Nursing,408,,430,408,,,,8
TR097,Intellectual Disability Nursing,378,,398,396,,,,8
TR111,Ancient History and Archaeology/Geography,352,,429,352,,,,8
TR112,Ancient History and Archaeology/History,529,,,529,,,,8
TR113,Ancient History and Archaeology/History of Art and Architecture,337,,477,337,,,,8
TR114,Ancient History and Archaeology/Modern Language,337,,420,337,,,,8
TR117,Ancient History and Archaeology/Religion,342,,368,342,,,,8
TR166,Classical Civilisation/English Literature,496,,523,498,*,496,,8
TR173,Classical Civilisation/History of Art and Architecture,335,,466,335,,,,8
TR177,Classical Civilisation/Modern Language,335,,536,335,,,,8
TR179,Classical Civilisation/Philosophy,479,,518,499,,,,8
TR198,Economics/Geography,534,,552,534,,,,8
TR202,Economics/History,534,,566,534,,,,8
TR207,Economics/Mathematics,566,*,601,566,*,,,8
TR208,Economics/Modern Language,534,,578,534,,,,8
TR209,Economics/Philosophy,534,,576,534,,,,8
TR212,Economics/Sociology,534,,541,534,,,,8
TR228,Classical Languages/English Literature,498,*,533,498,*,,,8
TR231,Classical Languages/History of Art and Architecture,349,,444,349,,,,8
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",349,,566,349,,,,8
TR239,Classical Languages/Modern Language,349,,349,349,,,,8
TR262,English Literature/History,529,,552,529,,,,8
TR263,English Literature/History of Art and Architecture,497,,533,498,*,497,,8
TR269,English Literature/Philosophy,495,,532,499,,,,8
TR272,English Literature/Sociology,498,*,519,498,*,,,8
TR276,English Literature/Drama Studies,#476,,530,#498,,,,8
TR277,English Literature/Modern Language,489,*,543,498,*,495,,8
TR311,Film/Drama Studies,#521,*,557,#521,*,,,8
TR312,Film/English Literature,521,*,541,521,*,,,8
TR320,Film/Music,521,*,555,521,*,,,8
TR322,Geography/History,529,,555,529,,,,8
TR323,Drama Studies/Modern Language,#473,,551,#473,,,,8
TR324,Film/Modern Language,521,*,544,521,*,,,8
TR325,Film/History,529,,625,529,,,,8
TR326,Geography/Modern Language,352,,440,352,,,,8
TR332,Geography/Sociology,496,,520,498,*,496,,8
TR443,History/History of Art and Architecture,529,,532,529,,,,8
TR447,History/Modern Language,529,,554,529,,,,8
TR449,History/Philosophy,529,,543,529,,,,8
TR452,History/Sociology,529,,534,529,,,,8
TR454,History/Religion,529,,534,529,,,,8
TR455,History of Art and Architecture/Modern Language,334,,454,334,,,,8
TR479,History of Art and Architecture/Philosophy,485,,555,499,,,,8
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",337,,473,337,,,,8
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",335,,543,335,,,,8
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",529,,555,529,,,,8
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",335,,451,335,,,,8
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,,,8
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",342,,,342,,,,8
TR597,Mathematics/Modern Language,566,*,625,566,*,,,8
TR598,Mathematics/Music,566,*,,566,*,,,8
TR599,Mathematics/Philosophy,566,*,589,566,*,,,8
TR629,Music/Philosophy,499,,,499,,,,8
TR635,Music/Drama Studies,#473,,487,#473,,,,8
TR636,Music/Modern Language,388,,455,388,,,,8
TR638,Music/Religion,388,,440,388,,,,8
TR639,Philosophy/Modern Language,499,,613,499,,,,8
TR662,Philosophy/Sociology,499,,531,499,,,,8
TR663,Religion/Classical Civilisation,342,,591,342,,,,8
TR664,Religion/English Literature,498,*,565,498,*,,,8
TR665,Religion/History of Art and Architecture,342,,452,342,,,,8
TR666,Religion/Modern Language,,,,,,,,8
TR667,French/Modern Language,403,,478,403,,,,8
TR668,German/Modern Language,389,,465,389,,,,8
TR669,Irish/Modern Language,368,,473,368,,,,8
TR670,Italian/Modern Language,381,,466,381,,,,8
TR671,Russian/Modern Language,332,,494,332,,,,8
TR672,Spanish/Modern Language,336,,488,336,,,,8
TR755,Sociology/Drama Studies,#498,,543,#498,,,,8
TR756,Sociology/Modern Language,495,,510,498,,495,,8
TR801,Dental Nursing,367,,455,436,,419,,6/7
TR802,Dental Hygiene,#498,,532,#543,,#511,,6/7
TR803,Dental Technology,#359,,456,#531,,#486,,6/7
TR911,Children`s and General Nursing (Integrated),499,*,521,511,,510,,8
TR913,Midwifery,473,*,508,478,,477,*,8
TU601,Electronic Engineering,230,,326,232,,,,6/7
TU602,Computer Engineering,223,,330,223,,,,6/7
TU603,Mechanical Engineering,197,,299,197,,197,,6/7
TU641,Bar and Restaurant Management,223,,356,223,,,,6/7
TU642,Culinary Arts,153,,244,153,,,,6/7
TU643,Culinary Arts (Professional Cookery Practice),236,,383,236,,,,6/7
TU644,Food Management and Entrepreneurship,223,,456,223,,,,6/7
TU645,Food Science and Management,243,,390,241,,,,6/7
TU651,Applied Biology,196,,359,205,,196,,6/7
TU652,Computing,194,,265,194,,,,6/7
TU653,Computing (Information Technology),245,,357,245,,,,6/7
TU654,Pharmacy Technician Studies,321,,420,321,,,,6/7
TU655,Computing (Networking Technologies) Learn and Work,335,,459,410,,335,,6/7
TU671,Business,228,,403,226,,,,6/7
TU672,Business (Common entry),179,,274,180,,179,,6/7
TU673,Business Management,300,,451,300,,,,6/7
TU674,Business Studies,306,,451,300,,,,6/7
TU675,Marketing,301,,412,301,,,,6/7
TU676,Retail Management and Marketing,290,,377,290,,,,6/7
TU701,Automation Engineering,261,,368,260,,,,6/7
TU702,Biomedical Design,232,,351,232,,232,,6/7
TU703,Building Engineering,260,,359,260,,,,6/7
TU704,Civil Engineering,262,,361,262,,,,6/7
TU705,Electrical and Control Engineering,243,,339,243,,,,6/7
TU706,Electrical Services Engineering,244,,307,244,,,,6/7
TU707,Electronic Engineering,224,,361,224,,224,,6/7
TU708,Engineering (Common Entry with Award options),225,,360,225,,,,6/7
TU709,Engineering (General Entry),370,,487,370,,,,6/7
TU710,Engineering Reliability Management,244,,305,244,,,,6/7
TU711,Mechatronic Engineering,223,,372,223,,,,6/7
TU712,Sustainable Energy and Environmental Engineering,180,,332,180,,180,,6/7
TU713,Computer Engineering,221,,322,221,,,,6/7
TU714,Electronics and Communications Engineering,264,,392,264,,,,6/7
TU715,Engineering Software,181,,391,181,,181,,6/7
TU716,Networking Technology,241,,386,241,,,,6/7
TU717,Mechanical Engineering,300,,367,300,,,,6/7
TU718,Mechanical Engineering,198,,338,198,,198,,6/7
TU719,"Design,Technology and Innovation",228,,363,228,,,,6/7
TU720,Automotive Management and Technology,232,,338,232,,,,6/7
TU721,Aviation Technology,352,,434,350,,,,6/7
TU722,Process Instrumentation and Automation Learn and Work,401,,499,292,,292,,6/7
TU731,"Auctioneering, Valuation and Estate Agency",290,,372,290,,,,6/7
TU732,Timber Product Technology,198,,372,253,,198,,6/7
TU735,Sports Management and Coaching,270,,347,270,,,,6/7
TU736,Sports Science and Health,391,,455,410,,391,,6/7
TU741,Baking and Pastry Arts Management,238,,412,234,,,,6/7
TU742,Culinary Arts,155,,319,155,,155,,6/7
TU745,Hospitality Management,245,,357,245,,,,6/7
TU746,International Hospitality and Tourism Management,170,,313,170,,170,,6/7
TU747,Tourism Management,242,,369,242,,,,6/7
TU751,Biosciences,407,,509,407,,,,6/7
TU752,DNA and Forensic Analysis,390,,465,390,,,,6/7
TU754,Industrial and Environmental Physics,270,,487,270,,,,6/7
TU755,Science (General Entry),361,,498,361,,,,6/7
TU756,Computing,195,,357,200,,195,,6/7
TU757,Computing (Information Technology),225,,352,225,,,,6/7
TU758,Digital Forensics and Cyber Security,220,,337,220,,,,6/7
TU759,Information Technology Management,211,,330,211,,,,6/7
TU760,Bioanalysis,204,,327,204,,204,,6/7
TU761,Ophthalmic Dispensing,319,,434,302,,,,6/7
TU762,Medicinal Chemistry and Pharmaceutical Sciences,364,,510,364,,,,6/7
TU763,Pharmaceutical Science,349,,429,382,,349,,6/7
TU771,Business,224,,392,224,,,,6/7
TU772,Business (Common Entry with Award options),AQA,,317,AQA,,227,,6/7
TU774,Management,195,,327,195,,209,,6/7
TU775,Accounting and Finance,260,,465,260,,,,6/7
TU776,Accounting and Finance,175,,337,182,,175,,6/7
TU777,Business and Information Technology,244,,352,244,,,,6/7
TU778,International Business,226,,423,224,,,,6/7
TU779,International Business,180,,368,180,,180,,6/7
TU780,Advertising and Marketing Communications,179,,366,179,,179,,6/7
TU781,Digital Marketing,220,,326,220,,,,6/7
TU782,Digital Marketing,179,,287,179,,179,,6/7
TU783,Marketing,189,,360,189,,189,,6/7
TU791,Applied Social Studies in Social Care,320,,378,320,,,,6/7
