,COURSE CODE,COURSE TITLE,2020 EOS,2020 EOS RANDOM,2020 MID,2020 R1 POINTS,2020 R1 RANDOM,2020 R2 POINTS,2020 R2 RANDOM,LEVEL
918,MH501,LLB Law - four year Single Major Law programme,473,,495,473,,,,8
919,MH502,Law (options),451,,473,451,,,,8
920,MH601,Computer Science through Arts (options),352,,403,352,,,,8
921,MH602,Computer Science through Science (options),351,,409,351,,,,8
922,MH603,Computational Thinking,532,,544,532,,,,8
923,MH801,Early Childhood - Teaching and Learning (part-time),327,,378,327,,,,8
924,MH802,"Community and Youth Work (part-time, in service)",#,,,#,,#,,8
925,MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",#,,,#,,#,,8
926,MI001,Contemporary & Applied Theatre Studies,390,,412,375,,,,8
927,MI002,Arts,281,,389,300,,281,,8
928,MI004,Education - Primary Teaching - International,577,,589,577,,,,8
929,MI005,Education - Primary Teaching,495,,521,495,,,,8
930,MI006,Education - Primary Teaching - Gaeltacht Applicants,462,,519,456,,,,8
931,MI007,Early Childhood Care and Education,357,,409,357,,,,8
932,MI008,Education and Psychology - Primary Teaching,588,,601,588,,,,8
933,MI009,"Education, Business Studies and Accounting",402,,455,402,,,,8
934,MI010,"Education, Business Studies and Religious Studies",368,,389,368,,,,8
935,MI011,"Education, Gaeilge and Religious Studies",409,,451,409,,,,8
936,MI012,"Education, Gaeilge and Business Studies",401,,463,401,,,,8
937,MI013,"Education, Mathematics and Gaeilge",444,,477,444,,,,8
938,MI014,"Education, Mathematics and Business Studies",434,,487,434,,,,8
939,MU001,Theology and Arts,290,,349,290,,290,,8
940,MU002,Theology,440,,440,440,,,,8
941,NC003,Computing (Degree Award options),260,,303,260,,,,8
942,NC005,Human Resource Management,300,,331,300,,,,8
943,NC009,Business,300,,346,300,,,,8
944,NC010,Psychology,400,,440,400,,,,8
945,NC020,Marketing Practice,282,,338,280,,,,8
946,NC022,Accounting and Finance,337,,378,337,,,,8
947,NC023,Technology Management (with specialisations),261,,282,261,,,,8
948,NC102,Computing,220,,342,220,,,,6
949,NC103,Business,250,,327,250,,,,6
950,NC104,Business Computing,243,,423,243,,,,6
951,NM701,Montessori Education,187,,407,187,,,,7
952,NM801,Montessori Education,220,,290,220,,,,8
953,PC402,Arts and Humanities,80,,368,200,,121,,7
954,PC404,Applied Social Studies - Professional Social Care,175,,269,217,,197,,7
955,PC405,"Social, Political and Community Studies",216,,311,253,,216,,8
956,PC410,Arts and Humanities (fulfils Teaching Council requirements),209,,300,252,,209,,8
957,PC411,English and History (fulfils Teaching Council requirements),209,,310,255,,209,,8
958,RC001,Medicine - Undergraduate Entry (HPAT required),733,,738,733,,,,8
959,RC004,Physiotherapy,566,,567,566,,,,8
960,RC005,Pharmacy,578,*,589,579,,,,8
961,RC101,Medicine - Graduate Entry (GAMSAT required),61,,63,,,,,8
962,SG101,Business,160,,336,160,,160,,6
963,SG102,Computing (Level 6 - General Entry),254,,321,254,,,,6
964,SG131,Computing - Games Development,280,,378,280,,,,7
965,SG134,Applied Sport with Business,215,,337,215,,,,7
966,SG135,Business in Tourism with Event Management,187,,338,187,,,,7
967,SG136,Computing - Software Development,272,,328,272,,,,7
968,SG137,Computing (Computer Networks and Cloud Infrastructure),326,,367,324,,,,7
969,SG138,Computing (Level 7 - General Entry),260,,351,260,,,,7
970,SG141,Business,261,,347,261,,,,8
971,SG142,Business in International Marketing and Languages (French),279,,386,279,,,,8
972,SG144,Business in International Marketing and Languages (Spanish),270,,347,270,,,,8
973,SG146,Accounting,309,,411,309,,,,8
974,SG147,Sport with Business,307,,367,307,,,,8
975,SG148,Tourism with Event Management,269,,340,269,,,,8
976,SG231,Fine Art,449,,556,449,,449,,7
977,SG232,Creative Design,276,,353,273,,,,7
978,SG235,Performing Arts (Theatre Design),319,,398,319,,,,7
979,SG236,Performing Arts (Acting),235,,400,235,,,,7
980,SG241,Performing Arts,328,,387,328,,,,8
981,SG242,Early Childhood Care and Education,279,,319,279,,,,8
982,SG243,Social Care Practice,301,,346,301,,,,8
983,SG244,Fine Art,505,,505,505,,,,8
984,SG245,Creative Design,282,,339,282,,,,8
985,SG246,Computing,290,,333,290,,,,8
986,SG247,English and Psychology,309,,382,309,,,,8
987,SG248,Sociology and Politics,281,,327,281,,,,8
988,SG249,Writing and Literature,297,,368,297,,,,8
989,SG250,Application Design and User Experience,412,,412,412,,,,8
990,SG251,Computing (Smart Technologies),342,,367,327,,,,8
991,SG252,Software Development,307,,319,307,,,,8
992,SG253,Computer Networks and Cloud Infrastructure,378,,378,324,,,,8
993,SG254,Writing and Literature Online,225,,328,225,,225,,8
994,SG300,Engineering (General Entry),209,,296,209,,,,6
995,SG302,Construction Economics,184,,256,184,,,,6
996,SG308,Applied Construction Technology,171,,354,171,,,,6
997,SG330,Engineering (General Entry),243,,399,243,,,,7
998,SG331,Interior Architecture and Design,236,,378,236,,,,7
999,SG332,Advanced Wood and Sustainable Building Technology,208,,338,208,,,,7
1000,SG333,Mechanical Engineering,216,,347,216,,,,7
1001,SG334,Mechatronic Engineering,290,,361,290,,,,7
1002,SG336,Precision Engineering and Design,309,,451,309,,,,7
1003,SG338,Civil Engineering,245,,443,245,,,,7
1004,SG339,Quantity Surveying,195,,337,195,,,,7
1005,SG342,Civil Engineering,415,,480,415,,,,8
1006,SG343,Quantity Surveying,311,,367,311,,,,8
1007,SG346,Construction Project Management and Applied Technology,291,,337,291,,,,8
1008,SG347,Architecture,360,,411,360,,,,8
1009,SG348,Interior Architecture and Design,331,,368,316,,,,8
1010,SG401,Science,209,,288,209,,209,,6
1011,SG404,Environmental Science with Ecology (Level 6),358,,377,264,,264,,6
1012,SG406,Health and Exercise Science,367,,429,367,,,,6
1013,SG431,Pharmaceutical Science with Drug Development,269,,387,269,,,,7
1014,SG433,Occupational Safety and Health,223,,360,223,,,,7
1015,SG434,Human Nutrition,280,,420,280,,,,7
1016,SG435,Health Science and Physiology,289,,409,289,,,,7
1017,SG436,Biomedical Science,262,,465,262,,,,7
1018,SG437,Forensic Investigation and Analysis,243,,367,243,,,,7
1019,SG439,Environmental Science with Ecology (Level 7),254,,409,254,,,,7
1020,SG442,Occupational Safety and Health,290,,367,290,,,,8
1021,SG443,Human Nutrition,356,,397,356,,,,8
1022,SG444,Science Undenominated,338,,420,338,,,,8
1023,SG445,Pharmaceutical Science with Drug Development,311,,367,311,,,,8
1024,SG447,Health Science and Physical Activity,328,,387,328,,,,8
1025,SG448,Forensic Investigation and Analysis,307,,368,306,,,,8
1026,SG449,Medical Biotechnology,341,,395,341,,,,8
1027,SG450,Environmental Science with Ecology (Level 8),304,,368,300,,,,8
1028,SG530,Health and Medical Information Science (Online),285,,285,285,,285,,7
1029,SG535,Business Administration,228,,316,228,,,,7
1030,SG536,Business,223,,379,223,,,,7
1031,SG537,Marketing and Sales,234,,389,234,,,,7
1032,TL620,Culinary Arts,189,,308,189,,189,,6
1033,TL651,Science (Biological and Environmental Studies),233,,434,223,,223,,6
1034,TL652,Pharmacy Technician,260,,348,260,,,,6
1035,TL701,"Animation, Visual Effects and Motion Design (Level 7)",228,,443,228,,,,7
1036,TL702,"TV, Radio and New Media (Level 7)",243,,462,243,,,,7
1037,TL710,Computing with Software Development,232,,319,232,,,,7
1038,TL711,Computing with Games Development,224,,301,224,,,,7
1039,TL715,Computing (Degree Award options),251,,368,251,,,,7
1040,TL716,Computer Systems and Networking,269,,338,269,,,,7
1041,TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),219,,399,219,,,,7
1042,TL743,Agricultural Mechanisation,,,,,,,,7
1043,TL744,Agricultural Engineering,243,,359,243,,,,7
1044,TL745,Civil and Environmental Engineering,145,,355,261,,261,,7
1045,TL747,Engineering in Mechanical and Manufacturing Engineering,200,,368,200,,,,7
1046,TL748,Agricultural Science,249,,398,249,,,,7
1047,TL755,Pharmaceutical Science (Degree Award options),261,,433,261,,,,7
1048,TL758,Animal Bioscience,261,,380,251,,,,7
1049,TL771,Health and Leisure (Degree Award Options),208,,370,208,,,,7
1050,TL772,Health and Leisure with Massage,218,,378,218,,,,7
1051,TL773,Coaching and Sports Performance,106,,297,106,,106,,7
1052,TL780,Early Childhood Care and Education,234,,354,234,,,,7
1053,TL781,Social Care,225,,318,225,,,,7
1054,TL801,"Animation, Visual Effects and Motion Design (Level 8)",281,,349,281,,,,8
1055,TL802,"TV, Radio and New Media (Level 8)",325,,397,325,,,,8
1056,TL810,Computing with Software Development,310,,389,310,,,,8
1057,TL811,Computing with Games Development,358,,,358,,,,8
1058,TL815,Computing (Degree Award options),308,,360,308,,,,8
1059,TL823,Event Management (3 year programme),299,,369,299,,,,8
1060,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306,,381,306,,,,8
1061,TL844,Agricultural Engineering,300,,373,300,,,,8
1062,TL845,Civil Engineering,325,,413,325,,,,8
1063,TL847,Manufacturing Engineering,302,,368,302,,,,8
1064,TL848,Agricultural Science,308,,380,308,,,,8
1065,TL851,Wildlife Biology (Degree Award options),309,,383,309,,,,8
1066,TL855,Pharmaceutical Science (Degree Award options),317,,369,317,,,,8
1067,TL858,Veterinary Bioscience,308,,393,308,,,,8
1068,TL871,Health and Leisure (Degree Award options),300,,379,300,,,,8
1069,TL872,Health and Leisure with Massage,309,,408,309,,,,8
1070,TL873,Coaching and Sports Performance,289,,329,289,,,,8
1071,TL880,Early Childhood Care and Education,307,,349,307,,,,8
1072,TL881,Social Care,309,,362,308,,,,8
1073,TL889,Counselling with Addiction - Mature applicants only,,,,,,,,8
1074,TL890,General Nursing and Mature Applicants,414,,441,440,*,414,,8
1075,TL891,Mental Health Nursing and Mature Applicants,378,,399,389,,378,,8
1076,TR002,Music,382,,468,435,,429,,8
1077,TR003,History,456,,511,497,,493,,8
1078,TR004,Law,565,*,578,566,,565,*,8
1079,TR005,Philosophy,442,,476,442,,,,8
1080,TR006,Psychology,555,*,578,567,,555,*,8
1081,TR007,Clinical Speech and Language Studies,529,,553,529,,,,8
1082,TR009,Music Education,420,,532,420,,,,8
1083,TR012,History and Political Science,552,*,578,555,,554,,8
1084,TR015,"Philosophy, Political Science, Economics and Sociology",589,,601,589,,,,8
1085,TR016,Deaf Studies,329,,377,340,,,,8
1086,TR017,Law and Business,602,,613,602,,,,8
1087,TR018,Law and French,565,,589,565,,,,8
1088,TR019,Law and German,542,,566,543,,542,,8
1089,TR020,Law and Political Science,601,*,613,602,,,,8
1090,TR021,"Classics, Ancient History and Archaeology",370,,434,370,,,,8
1091,TR022,Early and Modern Irish,398,,451,398,,,,8
1092,TR023,English Studies,474,,511,487,,476,,8
1093,TR024,European Studies,530,,566,544,,542,,8
1094,TR025,Drama and Theatre Studies,530,,581,564,,530,,8
1095,TR028,Ancient and Medieval History and Culture,342,,453,342,,,,8
1096,TR029,Political Science and Geography,510,,533,526,,520,,8
1097,TR031,Mathematics,531,,589,531,,,,8
1098,TR032,Engineering,508,,533,510,,509,*,8
1099,TR033,Computer Science,509,,545,509,,,,8
1100,TR034,Management Science and Information Systems Studies,613,*,625,613,*,,,8
1101,TR035,Theoretical Physics,543,,601,543,,,,8
1102,TR038,Engineering with Management,532,,556,532,,,,8
1103,TR039,Computer Science and Language,424,,488,454,,424,,8
1104,TR040,Middle Eastern and European Languages and Cultures,466,,521,466,,,,8
1105,TR041,Religion,368,,418,368,,,,8
1106,TR042,Film,466,,498,489,,476,,8
1107,TR043,History of Art and Architecture,354,,474,393,,354,,8
1108,TR051,Medicine (HPAT required),734,,745,735,*,734,*,8
1109,TR052,Dental Science,613,*,625,613,*,613,*,8
1110,TR053,Physiotherapy,566,*,567,566,*,566,*,8
1111,TR054,Occupational Therapy,533,,554,533,,,,8
1112,TR055,Radiation Therapy,543,,554,543,,,,8
1113,TR056,Human Health and Disease,564,,578,565,,,,8
1114,TR060,Biological and Biomedical Sciences,543,,566,543,*,543,,8
1115,TR061,Chemical Sciences,510,,532,517,,510,,8
1116,TR062,Geography and Geoscience,473,,499,473,,,,8
1117,TR063,Physical Sciences,477,*,531,498,*,498,,8
1118,TR072,Pharmacy,590,,613,590,,,,8
1119,TR080,Global Business,589,*,601,589,*,,,8
1120,TR081,"Business, Economic and Social Studies (BESS)",543,*,565,543,*,543,*,8
1121,TR082,Computer Science and Business,555,,578,555,,,,8
1122,TR083,Sociology and Social Policy,478,,513,498,,487,,8
1123,TR084,Social Studies (Social Work),462,*,495,462,*,,,8
1124,TR085,Business Studies and French,521,*,543,540,,531,,8
1125,TR086,Business Studies and German,499,,518,509,,499,*,8
1126,TR087,Business Studies and Russian,456,*,488,474,,465,,8
1127,TR089,Business Studies and Polish,424,,468,444,,424,,8
1128,TR090,Business Studies and Spanish,531,*,542,531,*,,,8
1129,TR091,General Nursing (Meath and St James`s),429,,455,429,,,,8
1130,TR093,General Nursing (Adelaide School of Nursing),414,,441,430,,429,,8
1131,TR095,Mental Health Nursing,408,,430,408,,,,8
1132,TR097,Intellectual Disability Nursing,378,,398,396,,,,8
1133,TR111,Ancient History and Archaeology/Geography,352,,429,352,,,,8
1134,TR112,Ancient History and Archaeology/History,529,,,529,,,,8
1135,TR113,Ancient History and Archaeology/History of Art and Architecture,337,,477,337,,,,8
1136,TR114,Ancient History and Archaeology/Modern Language,337,,420,337,,,,8
1137,TR117,Ancient History and Archaeology/Religion,342,,368,342,,,,8
1138,TR166,Classical Civilisation/English Literature,496,,523,498,*,496,,8
1139,TR173,Classical Civilisation/History of Art and Architecture,335,,466,335,,,,8
1140,TR177,Classical Civilisation/Modern Language,335,,536,335,,,,8
1141,TR179,Classical Civilisation/Philosophy,479,,518,499,,,,8
1142,TR198,Economics/Geography,534,,552,534,,,,8
1143,TR202,Economics/History,534,,566,534,,,,8
1144,TR207,Economics/Mathematics,566,*,601,566,*,,,8
1145,TR208,Economics/Modern Language,534,,578,534,,,,8
1146,TR209,Economics/Philosophy,534,,576,534,,,,8
1147,TR212,Economics/Sociology,534,,541,534,,,,8
1148,TR228,Classical Languages/English Literature,498,*,533,498,*,,,8
1149,TR231,Classical Languages/History of Art and Architecture,349,,444,349,,,,8
1150,TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",349,,566,349,,,,8
1151,TR239,Classical Languages/Modern Language,349,,349,349,,,,8
1152,TR262,English Literature/History,529,,552,529,,,,8
1153,TR263,English Literature/History of Art and Architecture,497,,533,498,*,497,,8
1154,TR269,English Literature/Philosophy,495,,532,499,,,,8
1155,TR272,English Literature/Sociology,498,*,519,498,*,,,8
1156,TR276,English Literature/Drama Studies,#476,,530,#498,,,,8
1157,TR277,English Literature/Modern Language,489,*,543,498,*,495,,8
1158,TR311,Film/Drama Studies,#521,*,557,#521,*,,,8
1159,TR312,Film/English Literature,521,*,541,521,*,,,8
1160,TR320,Film/Music,521,*,555,521,*,,,8
1161,TR322,Geography/History,529,,555,529,,,,8
1162,TR323,Drama Studies/Modern Language,#473,,551,#473,,,,8
1163,TR324,Film/Modern Language,521,*,544,521,*,,,8
1164,TR325,Film/History,529,,625,529,,,,8
1165,TR326,Geography/Modern Language,352,,440,352,,,,8
1166,TR332,Geography/Sociology,496,,520,498,*,496,,8
1167,TR443,History/History of Art and Architecture,529,,532,529,,,,8
1168,TR447,History/Modern Language,529,,554,529,,,,8
1169,TR449,History/Philosophy,529,,543,529,,,,8
1170,TR452,History/Sociology,529,,534,529,,,,8
1171,TR454,History/Religion,529,,534,529,,,,8
1172,TR455,History of Art and Architecture/Modern Language,334,,454,334,,,,8
1173,TR479,History of Art and Architecture/Philosophy,485,,555,499,,,,8
1174,TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",337,,473,337,,,,8
1175,TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",335,,543,335,,,,8
1176,TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",529,,555,529,,,,8
1177,TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",335,,451,335,,,,8
1178,TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,,,8
1179,TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",342,,,342,,,,8
1180,TR597,Mathematics/Modern Language,566,*,625,566,*,,,8
1181,TR598,Mathematics/Music,566,*,,566,*,,,8
1182,TR599,Mathematics/Philosophy,566,*,589,566,*,,,8
1183,TR629,Music/Philosophy,499,,,499,,,,8
1184,TR635,Music/Drama Studies,#473,,487,#473,,,,8
1185,TR636,Music/Modern Language,388,,455,388,,,,8
1186,TR638,Music/Religion,388,,440,388,,,,8
1187,TR639,Philosophy/Modern Language,499,,613,499,,,,8
1188,TR662,Philosophy/Sociology,499,,531,499,,,,8
1189,TR663,Religion/Classical Civilisation,342,,591,342,,,,8
1190,TR664,Religion/English Literature,498,*,565,498,*,,,8
1191,TR665,Religion/History of Art and Architecture,342,,452,342,,,,8
1192,TR666,Religion/Modern Language,,,,,,,,8
1193,TR667,French/Modern Language,403,,478,403,,,,8
1194,TR668,German/Modern Language,389,,465,389,,,,8
1195,TR669,Irish/Modern Language,368,,473,368,,,,8
1196,TR670,Italian/Modern Language,381,,466,381,,,,8
1197,TR671,Russian/Modern Language,332,,494,332,,,,8
1198,TR672,Spanish/Modern Language,336,,488,336,,,,8
1199,TR755,Sociology/Drama Studies,#498,,543,#498,,,,8
1200,TR756,Sociology/Modern Language,495,,510,498,,495,,8
1201,TR801,Dental Nursing,367,,455,436,,419,,7
1202,TR802,Dental Hygiene,#498,,532,#543,,#511,,7
1203,TR803,Dental Technology,#359,,456,#531,,#486,,7
1204,TR911,Children`s and General Nursing (Integrated),499,*,521,511,,510,,8
1205,TR913,Midwifery,473,*,508,478,,477,*,8
1206,TU601,Electronic Engineering,230,,326,232,,,,6
1207,TU602,Computer Engineering,223,,330,223,,,,6
1208,TU603,Mechanical Engineering,197,,299,197,,197,,6
1209,TU641,Bar and Restaurant Management,223,,356,223,,,,6
1210,TU642,Culinary Arts,153,,244,153,,,,6
1211,TU643,Culinary Arts (Professional Cookery Practice),236,,383,236,,,,6
1212,TU644,Food Management and Entrepreneurship,223,,456,223,,,,6
1213,TU645,Food Science and Management,243,,390,241,,,,6
1214,TU651,Applied Biology,196,,359,205,,196,,6
1215,TU652,Computing,194,,265,194,,,,6
1216,TU653,Computing (Information Technology),245,,357,245,,,,6
1217,TU654,Pharmacy Technician Studies,321,,420,321,,,,6
1218,TU655,Computing (Networking Technologies) Learn and Work,335,,459,410,,335,,6
1219,TU671,Business,228,,403,226,,,,6
1220,TU672,Business (Common entry),179,,274,180,,179,,6
1221,TU673,Business Management,300,,451,300,,,,6
1222,TU674,Business Studies,306,,451,300,,,,6
1223,TU675,Marketing,301,,412,301,,,,6
1224,TU676,Retail Management and Marketing,290,,377,290,,,,6
1225,TU701,Automation Engineering,261,,368,260,,,,7
1226,TU702,Biomedical Design,232,,351,232,,232,,7
1227,TU703,Building Engineering,260,,359,260,,,,7
1228,TU704,Civil Engineering,262,,361,262,,,,7
1229,TU705,Electrical and Control Engineering,243,,339,243,,,,7
1230,TU706,Electrical Services Engineering,244,,307,244,,,,7
1231,TU707,Electronic Engineering,224,,361,224,,224,,7
1232,TU708,Engineering (Common Entry with Award options),225,,360,225,,,,7
1233,TU709,Engineering (General Entry),370,,487,370,,,,7
1234,TU710,Engineering Reliability Management,244,,305,244,,,,7
1235,TU711,Mechatronic Engineering,223,,372,223,,,,7
1236,TU712,Sustainable Energy and Environmental Engineering,180,,332,180,,180,,7
1237,TU713,Computer Engineering,221,,322,221,,,,7
1238,TU714,Electronics and Communications Engineering,264,,392,264,,,,7
1239,TU715,Engineering Software,181,,391,181,,181,,7
1240,TU716,Networking Technology,241,,386,241,,,,7
1241,TU717,Mechanical Engineering,300,,367,300,,,,7
1242,TU718,Mechanical Engineering,198,,338,198,,198,,7
1243,TU719,"Design,Technology and Innovation",228,,363,228,,,,7
1244,TU720,Automotive Management and Technology,232,,338,232,,,,7
1245,TU721,Aviation Technology,352,,434,350,,,,7
1246,TU722,Process Instrumentation and Automation Learn and Work,401,,499,292,,292,,7
1247,TU731,"Auctioneering, Valuation and Estate Agency",290,,372,290,,,,7
1248,TU732,Timber Product Technology,198,,372,253,,198,,7
1249,TU735,Sports Management and Coaching,270,,347,270,,,,7
1250,TU736,Sports Science and Health,391,,455,410,,391,,7
1251,TU741,Baking and Pastry Arts Management,238,,412,234,,,,7
1252,TU742,Culinary Arts,155,,319,155,,155,,7
1253,TU745,Hospitality Management,245,,357,245,,,,7
1254,TU746,International Hospitality and Tourism Management,170,,313,170,,170,,7
1255,TU747,Tourism Management,242,,369,242,,,,7
1256,TU751,Biosciences,407,,509,407,,,,7
1257,TU752,DNA and Forensic Analysis,390,,465,390,,,,7
1258,TU754,Industrial and Environmental Physics,270,,487,270,,,,7
1259,TU755,Science (General Entry),361,,498,361,,,,7
1260,TU756,Computing,195,,357,200,,195,,7
1261,TU757,Computing (Information Technology),225,,352,225,,,,7
1262,TU758,Digital Forensics and Cyber Security,220,,337,220,,,,7
1263,TU759,Information Technology Management,211,,330,211,,,,7
1264,TU760,Bioanalysis,204,,327,204,,204,,7
1265,TU761,Ophthalmic Dispensing,319,,434,302,,,,7
1266,TU762,Medicinal Chemistry and Pharmaceutical Sciences,364,,510,364,,,,7
1267,TU763,Pharmaceutical Science,349,,429,382,,349,,7
1268,TU771,Business,224,,392,224,,,,7
1269,TU772,Business (Common Entry with Award options),AQA,,317,AQA,,227,,7
1270,TU774,Management,195,,327,195,,209,,7
1271,TU775,Accounting and Finance,260,,465,260,,,,7
1272,TU776,Accounting and Finance,175,,337,182,,175,,7
1273,TU777,Business and Information Technology,244,,352,244,,,,7
1274,TU778,International Business,226,,423,224,,,,7
1275,TU779,International Business,180,,368,180,,180,,7
1276,TU780,Advertising and Marketing Communications,179,,366,179,,179,,7
1277,TU781,Digital Marketing,220,,326,220,,,,7
1278,TU782,Digital Marketing,179,,287,179,,179,,7
1279,TU783,Marketing,189,,360,189,,189,,7
1280,TU791,Applied Social Studies in Social Care,320,,378,320,,,,7
1281,TU792,Community and Youth Development,101,,288,101,,250,,7
1282,TU793,Early Childhood Care and Education,220,,386,220,,,,7
1283,TU794,Early Childhood Care and Education,230,,376,390,,250,,7
1284,TU795,Visual Merchandising and Display,481,,763,481,,,,7
1285,TU796,Creative Digital Media,225,,383,225,,,,7
1286,TU801,Biomedical Design,235,,381,235,,,,8
1287,TU802,Electrical Services and Energy Management,300,,352,317,,300,,8
1288,TU803,Electronic Engineering,243,,337,243,,243,,8
1289,TU804,Engineering (Common Entry with Award options),271,,338,271,,,,8
1290,TU805,Engineering (General Entry),402,,466,402,,,,8
1291,TU806,Sustainable Energy Engineering,262,,318,262,,,,8
1292,TU807,Computer Engineering in Mobile Systems,276,,305,276,,,,8
1293,TU808,Engineering Software,260,,339,260,,260,,8
1294,TU809,Mechanical Engineering,235,,347,235,,,,8
1295,TU810,Mechatronic Engineering,271,,312,270,,,,8
1296,TU811,Product Design,411,,444,411,,,,8
1297,TU812,"Design,Technology and Innovation",270,,350,270,,,,8
1298,TU813,Automation Engineering,218,,339,218,,218,,8
1299,TU814,Transport Operations and Technology,251,,372,285,,251,,8
1300,TU831,Architectural Technology,410,,444,410,,,,8
1301,TU832,Architecture (Suitability Test and Interview),622,,658,622,,,,8
1302,TU833,Construction Management,367,,404,367,,,,8
1303,TU834,Geographic Science,288,,357,288,,,,8
1304,TU835,Planning and Environmental Management,313,,349,313,,,,8
1305,TU836,Property Economics (Valuation Surveying),401,,433,401,,,,8
1306,TU837,Quantity Surveying and Construction Economics,385,,418,385,,,,8
1307,TU851,Analytical Chemistry (Environmental Forensic and Pharmaceutical),349,,419,349,,,,8
1308,TU852,Chemical Sciences with Medicinal Chemistry,476,,498,476,,,,8
1309,TU854,Science (General Entry),476,,495,476,,,,8
1310,TU855,Science with Nanotechnology,319,,368,331,,319,,8
1311,TU856,Computer Science,476,,487,476,,,,8
1312,TU857,Computer Science (Infrastructure),391,,419,391,,,,8
1313,TU858,Computer Science (International),377,,424,377,,,,8
1314,TU859,Computing,217,,308,217,,234,,8
1315,TU860,Computing (Information Technology),260,,329,260,,,,8
1316,TU861,Computing with Language (French/German/Spanish),308,,348,308,,308,,8
1317,TU862,Computing with Data Analytics,226,,288,226,,226,,8
1318,TU863,Digital Forensics and Cyber Security,280,,338,280,,,,8
1319,TU864,DNA and Forensic Analysis,390,,429,400,,390,,8
1320,TU865,Computing with IT Management,226,,331,226,,,,8
1321,TU866,Biomedical and Molecular Diagnostics,487,,498,487,,,,8
1322,TU867,Biomedical Science,524,,542,524,,,,8
1323,TU868,Clinical Measurement Science,510,,520,510,,,,8
1324,TU869,Environmental Health,336,,375,336,,,,8
1325,TU870,Human Nutrition and Dietetics,578,,589,578,,,,8
1326,TU871,Optometry,509,,530,509,,,,8
1327,TU872,Public Health Nutrition,491,,512,491,,,,8
1328,TU873,Industrial Mathematics,250,,392,250,,250,,8
1329,TU874,Mathematical Sciences,343,,407,341,,,,8
1330,TU875,Pharmaceutical Healthcare,400,,440,400,,,,8
1331,TU876,Pharmaceutical Science,349,,391,377,,349,,8
1332,TU877,Physics Technology,308,,373,308,,,,8
1333,TU878,Physics with Energy and Environment,331,,444,337,,337,,8
1334,TU879,Physics with Medical Physics and Bioengineering,351,,403,351,,,,8
1335,TU880,Physics with Data Science,,,,578,,,,8
1336,TU881,Food Innovation,318,,389,318,,,,8
1337,TU882,Nutraceuticals in Health and Nutrition,397,,442,397,,,,8
1338,TU901,Business,270,,307,270,,,,8
1339,TU902,Business (Common Entry with Award options),271,,359,271,,,,8
1340,TU903,Business and Management,463,,485,463,,,,8
1341,TU904,Business and Law,462,,487,462,,,,8
1342,TU905,Economics and Finance,465,,488,465,,,,8
1343,TU906,Human Resource Management,395,,414,395,,,,8
1344,TU907,Logistics and Supply Chain Management,300,,387,300,,,,8
1345,TU908,Management,253,,337,262,,253,,8
1346,TU909,Accounting and Finance,285,,326,285,,,,8
1347,TU910,Accounting and Finance,444,,466,444,,,,8
1348,TU911,Accounting and Finance,192,,319,209,,192,,8
1349,TU912,Business Analytics,330,,366,330,,,,8
1350,TU913,Business and Information Technology,252,,299,252,,,,8
1351,TU914,Business Computing,324,,366,324,,,,8
1352,TU915,International Business,252,,302,252,,,,8
1353,TU916,International Business,235,,337,235,,235,,8
1354,TU917,Law (LLB ) with a Language,342,,433,342,,,,8
1355,TU918,Law (LLB),451,,478,451,,,,8
1356,TU919,Advertising and Marketing Communications,226,,311,228,,226,,8
1357,TU920,Digital Marketing,270,,318,270,,,,8
1358,TU921,Digital Marketing Technologies,234,,300,212,,212,,8
1359,TU922,Marketing,418,,443,418,,,,8
1360,TU923,Marketing Management,228,,318,228,,276,,8
1361,TU924,E-Commerce in Retailing,307,,380,307,,,,8
1362,TU925,Retail and Services Management,301,,362,301,,,,8
1363,TU935,Sports Management and Coaching,300,,347,300,,,,8
1364,TU936,Sports Science and Health,391,,419,410,,391,,8
1365,TU941,Botanical Cuisine,249,,257,249,,,,8
1366,TU942,Culinary Arts,212,,340,212,,212,,8
1367,TU943,Culinary Entrepreneurship,279,,357,278,,,,8
1368,TU944,Culinary Science,316,,379,316,,,,8
1369,TU951,International Hospitality and Tourism Management,200,,298,184,,184,,8
1370,TU952,International Hospitality Management,306,,368,300,,,,8
1371,TU953,Tourism and Digital Marketing,290,,359,290,,,,8
1372,TU954,Event Management,356,,404,356,,,,8
1373,TU955,Sports & Leisure Management,217,,347,217,,317,,8
1374,TU961,Commercial Modern Music,608,,848,608,,608,,8
1375,TU962,Drama (Performance),379,,500,379,,,,8
1376,TU963,Music,416,,535,416,,,,8
1377,TU965,International Business and Languages,346,,413,356,,346,,8
1378,TU966,Languages and English Studies,434,,466,366,,,,8
